back_office,channel,client_id,counter_type,date,inaccurate_time,no_wait_visit,office_id,office_name,program_id,service_count,status,welcome_time,latest_time,service_creation_duration_outlie,waiting_duration_outlier,prep_duration_outlier,serve_duration_outlier,hold_duration_outlier,serve_duration_per_service,serve_duration_per_visit,prep_duration_per_service,prep_duration_per_visit,waiting_duration_per_service,waiting_duration_per_visit,hold_duration_per_service,hold_duration_per_visit,visits_count,services_count,transactions_count,DateEntered,service_creation_duration_per_vi
Front Office,in-person,4206894,Counter,26JUN2020:00:00:00.000,No,Yes,86,Smithers,ICBC - 010,1,Finished,26JUN2020:13:05:15.000,26JUN2020:13:06:48.000,No,No,No,No,No,0.0009513195,0.0009513195,,,,,,,1,1,1,05MAR2021:14:30:22.667,0.0001260301
Back Office,back-office,8424620,Counter,04NOV2021:00:00:00.000,No,Yes,90,Surrey,ID Verification - 011,1,Finished,04NOV2021:14:25:31.000,04NOV2021:14:26:46.000,No,No,No,No,No,0.000802882,0.000802882,,,,,,,1,1,1,05NOV2021:02:00:12.510,0.0000553241
Front Office,in-person,8190931,Counter,09OCT2021:00:00:00.000,No,Yes,112,Send Video2,ID Verification - 010,1,Finished,09OCT2021:15:33:31.000,09OCT2021:15:33:51.000,No,No,No,No,No,0.0002292245,0.0002292245,,,,,,,1,1,1,10OCT2021:02:00:11.067,2.3263885E-6
Front Office,in-person,9535243,Counter,13APR2022:00:00:00.000,No,Yes,40,Kamloops,ID Verification - 010,1,Finished,13APR2022:13:10:51.000,13APR2022:13:11:21.000,No,No,No,No,No,0.000349294,0.000349294,,,,,,,1,1,1,14APR2022:04:30:17.220,2.5115742E-6
Front Office,in-person,9647155,Counter,02MAY2022:00:00:00.000,No,Yes,114,Send Video4,Other - 044,1,Finished,02MAY2022:15:47:33.000,02MAY2022:15:52:36.000,No,No,No,No,No,0.0035066321,0.0035066321,,,,,,,1,1,1,03MAY2022:04:30:19.937,3.9351844E-6
Back Office,in-person,9699375,Counter,10MAY2022:00:00:00.000,No,Yes,112,Send Video2,Back Office - 021,1,Finished,10MAY2022:09:37:24.000,10MAY2022:09:39:28.000,No,No,No,No,No,0.001409919,0.001409919,,,,,,,1,1,1,11MAY2022:04:30:13.497,0.0000305556
Back Office,back-office,5331210,Counter,31DEC2020:00:00:00.000,No,Yes,114,Send Video4,ID Verification - 010,1,Finished,31DEC2020:08:16:15.000,31DEC2020:08:17:15.000,No,No,No,No,No,0.0006451042,0.0006451042,,,,,,,1,1,1,05MAR2021:14:31:07.660,0.0000417824
Back Office,back-office,5918249,Counter,15MAR2021:00:00:00.000,No,Yes,113,Send Video3,ID Verification - 010,1,Finished,15MAR2021:16:24:01.000,15MAR2021:16:24:31.000,No,No,No,No,No,0.0003253588,0.0003253588,,,,,,,1,1,1,16MAR2021:02:00:13.487,0.0000295255
Back Office,back-office,223537,,16OCT2018:00:00:00.000,No,No,68,Prince George,Back Office - 016,2,Finished,16OCT2018:12:56:19.000,16OCT2018:16:34:34.000,No,No,No,No,Yes,0.0224628244,0.0225619785,1.1574074E-8,2.3148148E-8,,1.1574074E-8,0.0923146531,0.0923146531,1,1,1,05MAR2021:14:29:24.557,0.0001205671
Back Office,back-office,5100190,Counter,25NOV2020:00:00:00.000,No,Yes,111,Victoria,ID Verification - 010,1,Finished,25NOV2020:15:51:14.000,25NOV2020:15:51:49.000,No,No,No,No,No,0.0003607407,0.0003607407,,,,,,,1,1,1,05MAR2021:14:30:47.683,0.0000503819
Front Office,in-person,4221712,Counter,30JUN2020:00:00:00.000,No,No,12,Campbell River,PTAX - 005,1,Finished,30JUN2020:09:24:51.000,30JUN2020:09:30:21.000,No,No,No,No,No,0.0026264815,0.0026264815,0.0000299537,0.0000299537,0.0010766088,0.0010766088,,,1,1,1,05MAR2021:14:30:22.950,0.0000879514
Front Office,in-person,777614,,27DEC2018:00:00:00.000,No,No,68,Prince George,ICBC - 002,2,Finished,27DEC2018:08:57:23.000,27DEC2018:09:23:49.000,No,No,No,No,No,0.0054525579,0.0099790739,3.0092593E-7,0.0005009375,,0.0075760996,0,0,1,1,1,05MAR2021:14:29:29.447,0.0002940393
Front Office,in-person,3810286,Counter,18MAR2020:00:00:00.000,No,Yes,81,Trail,ICBC - 002,1,Finished,18MAR2020:13:08:39.000,18MAR2020:13:19:43.000,No,No,No,No,No,0.0073667592,0.0073667592,,,,,,,1,1,1,05MAR2021:14:30:12.823,0.0003120486
Front Office,in-person,7887850,Counter,15SEP2021:00:00:00.000,No,Yes,33,Fort St. James,ID Verification - 010,1,Finished,15SEP2021:15:19:00.000,15SEP2021:15:20:52.000,No,No,No,No,No,0.0012827894,0.0012827894,,,,,,,1,1,1,16SEP2021:02:00:13.727,3.5879623E-6
Front Office,in-person,1919170,,24APR2019:00:00:00.000,No,Yes,51,Nakusp,RTB - 001,1,Finished,24APR2019:09:10:46.000,24APR2019:10:19:59.000,No,No,No,No,No,0.0190917943,0.0286440048,,,,,0.003313449,0.0192709267,1,1,1,05MAR2021:14:29:39.697,0.0001544444
Front Office,in-person,3924108,Counter,29APR2020:00:00:00.000,No,No,68,Prince George,ICBC - 011,1,Finished,29APR2020:16:01:48.000,29APR2020:16:14:10.000,No,No,No,No,No,0.0043405788,0.0043405788,0.0000255324,0.0000255324,0.0040494674,0.0040494674,,,1,1,1,05MAR2021:14:30:15.683,0.0001688657
Front Office,,9864177,,06JUN2022:00:00:00.000,No,Yes,8,Bella Coola,,1,Customer Left (service-creation),06JUN2022:08:53:42.000,06JUN2022:08:53:44.000,No,No,No,No,No,,,,,,,,,1,1,0,07JUN2022:04:30:13.370,0.0000263657
Front Office,in-person,610441532540185344,,25JUL2018:00:00:00.000,No,No,60,Oliver,MSP - 006,1,Finished,25JUL2018:10:36:25.000,25JUL2018:10:59:21.000,No,No,No,No,No,0.0148459375,0.0148459375,0.0000297685,0.0000297685,0.0008527894,0.0008527894,0,0,1,1,1,05MAR2021:14:29:22.430,
Front Office,in-person,3053213,,28AUG2019:00:00:00.000,No,No,88,Terrace,ICBC - 002,1,Finished,28AUG2019:12:30:19.000,28AUG2019:13:15:33.000,No,No,No,No,No,0.0141736809,0.0141736809,0.000018669,0.000018669,0.0169371068,0.0169371068,,,1,1,1,05MAR2021:14:29:53.540,0.0002813889
Front Office,in-person,3375347,,18NOV2019:00:00:00.000,No,No,17,Cranbrook,SDPR - POC - 006,1,Finished,18NOV2019:12:16:07.000,18NOV2019:12:30:03.000,No,No,No,No,No,0.0016688078,0.0016688078,0.0000242708,0.0000242708,0.0077327662,0.0077327662,,,1,1,1,05MAR2021:14:30:01.713,0.0002527199
Front Office,in-person,2112252,,09MAY2019:00:00:00.000,No,Yes,25,Duncan,ICBC - 008,1,Finished,09MAY2019:15:22:48.000,09MAY2019:15:33:12.000,No,No,No,No,No,0.0071487962,0.0071487962,,,,,,,1,1,1,05MAR2021:14:29:41.590,0.0000696296
Back Office,back-office,6475680,Counter,25MAY2021:00:00:00.000,Yes,No,113,Send Video3,Other - 047,1,Inaccurate Time,25MAY2021:08:46:10.000,25MAY2021:08:46:19.000,No,No,No,No,No,,,,,,,,,1,1,1,26MAY2021:02:00:13.530,0.0000578356
Back Office,back-office,8552064,Counter,19NOV2021:00:00:00.000,No,Yes,113,Send Video3,Other - 044,1,Finished,19NOV2021:11:50:16.000,19NOV2021:11:54:07.000,No,No,No,No,No,0.002650243,0.002650243,,,,,,,1,1,1,20NOV2021:02:00:13.753,0.0000292593
Back Office,back-office,7457695,Counter,27AUG2021:00:00:00.000,No,Yes,14,Chilliwack,ID Verification - 010,1,Finished,27AUG2021:18:11:49.000,27AUG2021:18:12:21.000,No,No,No,No,No,0.0003180556,0.0003180556,,,,,,,1,1,1,28AUG2021:02:00:13.120,0.0000585648
Front Office,in-person,2704606,,03JUL2019:00:00:00.000,No,No,66,Port Alberni,Exams - 004,1,Finished,03JUL2019:08:32:01.000,03JUL2019:08:54:14.000,No,No,No,No,No,0.0126147913,0.0126147913,0.0012768866,0.0012768866,0.0014788889,0.0014788889,,,1,1,1,05MAR2021:14:29:47.870,0.0000572222
Front Office,in-person,997292,,18JAN2019:00:00:00.000,No,No,88,Terrace,ICBC - 008,1,Finished,18JAN2019:08:34:42.000,18JAN2019:08:51:21.000,No,No,No,No,No,0.011415231,0.011415231,1.1574074E-8,1.1574074E-8,1.1574074E-8,1.1574074E-8,0,0,1,1,1,05MAR2021:14:29:31.527,0.0001446065
Back Office,back-office,7469862,Counter,28AUG2021:00:00:00.000,No,Yes,23,Dawson Creek,ID Verification - 010,1,Finished,28AUG2021:15:31:41.000,28AUG2021:15:32:22.000,No,No,No,No,No,0.0004244444,0.0004244444,,,,,,,1,1,1,29AUG2021:02:00:13.143,0.0000432292
Front Office,in-person,3225912,,09OCT2019:00:00:00.000,No,Yes,14,Chilliwack,ICBC - 008,1,Finished,09OCT2019:09:15:48.000,09OCT2019:09:23:39.000,No,No,No,No,No,0.0053501506,0.0053501506,,,,,,,1,1,1,05MAR2021:14:29:58.027,0.0000982639
Back Office,back-office,6116389,Counter,12APR2021:00:00:00.000,No,Yes,70,Princeton,Back Office - 005,1,Finished,12APR2021:15:20:09.000,12APR2021:15:20:41.000,No,No,No,No,No,0.0003703125,0.0003703125,,,,,,,1,1,1,13APR2021:02:00:11.817,3.3333345E-6
Front Office,in-person,8342943,Counter,27OCT2021:00:00:00.000,No,Yes,112,Send Video2,ID Verification - 010,1,Finished,27OCT2021:11:08:30.000,27OCT2021:11:09:06.000,No,No,No,No,No,0.0004165857,0.0004165857,,,,,,,1,1,1,28OCT2021:02:00:14.263,2.280093E-6
Front Office,in-person,9505062,Counter,08APR2022:00:00:00.000,No,Yes,33,Fort St. James,ID Verification - 010,1,Finished,08APR2022:12:16:38.000,08APR2022:12:16:39.000,No,No,No,No,No,0.0000102431,0.0000102431,,,,,,,1,1,1,09APR2022:02:00:13.690,2.766202E-6
Front Office,in-person,1707424,,03APR2019:00:00:00.000,No,No,16,Courtenay,ICBC - 013,1,Finished,03APR2019:10:06:59.000,03APR2019:10:14:50.000,No,No,No,No,No,0.0039812499,0.0039812499,0.0000303356,0.0000303356,0.0001052431,0.0001052431,,,1,1,1,05MAR2021:14:29:38.010,0.0013312616
Front Office,in-person,3796643,Counter,13MAR2020:00:00:00.000,No,Yes,25,Duncan,Exams - 001,1,Finished,13MAR2020:15:04:33.000,13MAR2020:15:07:53.000,No,No,No,No,No,0.0022663542,0.0022663542,,,,,,,1,1,1,05MAR2021:14:30:12.340,0.0000508218
Back Office,back-office,8929586,Counter,11JAN2022:00:00:00.000,Yes,No,113,Send Video3,ID Verification - 010,1,Inaccurate Time,11JAN2022:10:45:21.000,11JAN2022:10:46:13.000,No,No,No,No,No,,,,,,,,,1,1,1,12JAN2022:02:00:15.277,0.0005757755
Front Office,in-person,9910992,Counter,10JUN2022:00:00:00.000,No,Yes,68,Prince George,ID Verification - 010,1,Finished,10JUN2022:15:25:08.000,10JUN2022:15:25:30.000,No,No,No,No,No,0.000217419,0.000217419,,,,,,,1,1,1,13JUN2022:11:24:25.817,0.0000413079
Back Office,back-office,8095870,Counter,29SEP2021:00:00:00.000,No,Yes,113,Send Video3,ID Verification - 010,1,Finished,29SEP2021:08:32:01.000,29SEP2021:08:32:11.000,No,No,No,No,No,0.0000634838,0.0000634838,,,,,,,1,1,1,30SEP2021:02:00:12.253,0.0000588079
Front Office,in-person,9098600,Counter,03FEB2022:00:00:00.000,No,Yes,11,Burns Lake,ID Verification - 010,1,Finished,03FEB2022:09:58:45.000,03FEB2022:09:59:26.000,No,No,No,No,No,0.0004688773,0.0004688773,,,,,,,1,1,1,04FEB2022:02:00:12.907,6.0300918E-6
Front Office,in-person,1981905,,29APR2019:00:00:00.000,No,No,46,Maple Ridge,ICBC - 008,1,Finished,29APR2019:13:49:43.000,29APR2019:14:04:02.000,No,No,No,No,No,0.0052057062,0.0052057062,0.0000290625,0.0000290625,0.0045927777,0.0045927777,,,1,1,1,05MAR2021:14:29:40.433,0.0001251157
Front Office,in-person,7952185,Counter,17SEP2021:00:00:00.000,No,Yes,112,Send Video2,ID Verification - 010,1,Finished,17SEP2021:14:09:37.000,17SEP2021:14:10:53.000,No,No,No,No,No,0.0008771644,0.0008771644,,,,,,,1,1,1,18SEP2021:02:00:13.443,6.07639E-6
Back Office,back-office,5305359,Counter,24DEC2020:00:00:00.000,No,Yes,12,Campbell River,Back Office - 021,1,Finished,24DEC2020:13:31:42.000,24DEC2020:13:33:44.000,No,No,No,No,No,0.0013783218,0.0013783218,,,,,,,1,1,1,05MAR2021:14:31:04.627,0.0000341898
Back Office,back-office,7591165,Counter,06SEP2021:00:00:00.000,No,Yes,112,Send Video2,ID Verification - 010,1,Finished,06SEP2021:11:32:42.000,06SEP2021:11:36:12.000,No,No,No,No,No,0.0023850231,0.0023850231,,,,,,,1,1,1,07SEP2021:02:00:12.713,0.0000387153
Back Office,back-office,6244302,Counter,26APR2021:00:00:00.000,No,Yes,93,Vernon,ID Verification - 010,1,Finished,26APR2021:18:25:21.000,26APR2021:18:25:49.000,No,No,No,No,No,0.0002720139,0.0002720139,,,,,,,1,1,1,27APR2021:02:00:14.200,0.0000479167
Back Office,back-office,5301128,Counter,24DEC2020:00:00:00.000,No,Yes,30,Fernie,Back Office - 006,1,Finished,24DEC2020:09:20:17.000,24DEC2020:10:12:50.000,No,No,No,No,No,0.0364451632,0.0364451632,,,,,,,1,1,1,05MAR2021:14:31:04.627,0.0000506829
Back Office,back-office,4037495,Counter,27MAY2020:00:00:00.000,No,Yes,92,Vanderhoof,ID Verification - 010,1,Finished,27MAY2020:09:07:49.000,27MAY2020:09:09:12.000,No,No,No,No,No,0.0008681366,0.0008681366,,,,,,,1,1,1,05MAR2021:14:30:18.323,0.000095706
Back Office,back-office,5180914,Counter,08DEC2020:00:00:00.000,No,Yes,111,Victoria,ID Verification - 010,1,Finished,08DEC2020:14:48:27.000,08DEC2020:14:49:20.000,No,No,No,No,No,0.0005603472,0.0005603472,,,,,,,1,1,1,05MAR2021:14:30:55.673,0.0000599884
Front Office,in-person,6775145,Counter,07JUL2021:00:00:00.000,No,No,31,Fort St. John,ICBC - 008,1,Finished,07JUL2021:14:51:13.000,07JUL2021:15:05:59.000,No,No,No,No,No,0.0099584032,0.0099584032,0.0000576157,0.0000576157,0.000231713,0.000231713,,,1,1,1,08JUL2021:02:00:12.570,3.784721E-6
Back Office,back-office,6606943,Counter,06JUN2021:00:00:00.000,No,Yes,113,Send Video3,ID Verification - 010,1,Finished,06JUN2021:14:56:36.000,06JUN2021:14:57:08.000,No,No,No,No,No,0.0003261227,0.0003261227,,,,,,,1,1,1,07JUN2021:02:00:13.303,0.000033669
Back Office,back-office,4834844,Counter,14OCT2020:00:00:00.000,No,Yes,81,Trail,Back Office - 021,1,Finished,14OCT2020:14:41:05.000,14OCT2020:14:43:45.000,No,No,No,No,No,0.0016581598,0.0016581598,,,,,0.0001761921,0.0001761921,1,1,1,05MAR2021:14:30:40.073,0.0000269907
Front Office,in-person,7681279,Counter,09SEP2021:00:00:00.000,No,Yes,25,Duncan,Other - 055,1,Finished,09SEP2021:10:33:41.000,09SEP2021:10:34:43.000,No,No,No,No,No,0.0006479745,0.0006479745,,,,,,,1,1,1,10SEP2021:02:00:13.413,0.0000672222
Front Office,in-person,8135677,Counter,04OCT2021:00:00:00.000,No,Yes,80,Revelstoke,ICBC - 002,1,Finished,04OCT2021:14:17:58.000,04OCT2021:14:22:34.000,No,No,No,No,No,0.0031889698,0.0031889698,,,,,,,1,1,1,07OCT2021:02:00:14.877,3.1018533E-6
Front Office,phone,4981477,Counter,06NOV2020:00:00:00.000,No,Yes,68,Prince George,ICBC - 002,1,Finished,06NOV2020:14:07:33.000,06NOV2020:14:08:55.000,No,No,No,No,No,0.0008826042,0.0008826042,,,,,,,1,1,1,17MAR2021:13:32:38.660,0.0000691319
Front Office,in-person,8959646,Counter,14JAN2022:00:00:00.000,No,Yes,33,Fort St. James,ID Verification - 010,1,Finished,14JAN2022:09:31:52.000,14JAN2022:09:32:15.000,No,No,No,No,No,0.0002576504,0.0002576504,,,,,,,1,1,1,15JAN2022:02:00:14.417,3.3564838E-6
Front Office,in-person,7142831,Counter,30JUL2021:00:00:00.000,No,Yes,50,Merritt,PTAX - 010,1,Finished,30JUL2021:15:28:28.000,30JUL2021:15:43:04.000,No,No,No,No,No,0.0099239815,0.0099239815,,,,,,,1,1,1,31JUL2021:02:00:13.277,0.0002151389
Back Office,back-office,9004148,Counter,20JAN2022:00:00:00.000,No,Yes,82,Sechelt,Back Office - 005,1,Finished,20JAN2022:10:23:52.000,20JAN2022:10:30:23.000,No,No,No,No,No,0.004498715,0.004498715,,,,,,,1,1,1,21JAN2022:09:12:44.320,0.000032581
Front Office,in-person,1703746,,02APR2019:00:00:00.000,No,No,46,Maple Ridge,ICBC - 002,1,Finished,02APR2019:16:23:55.000,02APR2019:16:33:19.000,No,No,No,No,No,0.0023286922,0.0023286922,0.0000150463,0.0000150463,0.0032716319,0.0032716319,,,1,1,1,05MAR2021:14:29:38.010,0.0009149537
Front Office,email-fax-mail,2973400,,08AUG2019:00:00:00.000,No,Yes,32,Fort Nelson,F&W - 005,1,Finished,08AUG2019:13:53:29.000,08AUG2019:14:42:49.000,No,No,No,No,No,0.0326280333,0.0326280333,,,,,0.0012735532,0.0012735532,1,1,1,05MAR2021:14:29:51.760,0.0003510648
Front Office,in-person,8104740,Counter,29SEP2021:00:00:00.000,No,No,17,Cranbrook,ICBC - 008,1,Finished,29SEP2021:14:23:58.000,29SEP2021:14:53:35.000,No,No,No,No,No,0.0055299192,0.0055299192,0.0001337268,0.0001337268,0.0136526506,0.0136526506,,,1,1,1,30SEP2021:02:00:12.253,0.0012509028
Back Office,back-office,7412222,Counter,26AUG2021:00:00:00.000,No,Yes,85,Salmon Arm,ID Verification - 010,1,Finished,26AUG2021:08:31:25.000,26AUG2021:08:32:54.000,No,No,No,No,No,0.0009690741,0.0009690741,,,,,,,1,1,1,27AUG2021:02:00:13.580,0.0000680556
Back Office,back-office,4815229,Counter,09OCT2020:00:00:00.000,No,Yes,23,Dawson Creek,Back Office - 021,1,Finished,09OCT2020:12:15:15.000,09OCT2020:12:23:10.000,No,No,No,No,No,0.0054510762,0.0054510762,,,,,,,1,1,1,05MAR2021:14:30:39.527,0.0000468056
Back Office,back-office,8571796,Counter,23NOV2021:00:00:00.000,No,No,111,Send Video 1,Back Office - 004,1,Finished,23NOV2021:08:50:01.000,23NOV2021:16:28:40.000,No,No,No,No,No,0.0145952543,,,,,,,,1,1,1,24NOV2021:02:00:13.387,0.0001878356
Front Office,in-person,1504400,,14MAR2019:00:00:00.000,No,No,65,Penticton,MSP - 001,1,Finished,14MAR2019:09:16:17.000,14MAR2019:09:22:38.000,No,No,No,No,No,0.0019798612,0.0019798612,0.0000417824,0.0000417824,0.000822257,0.000822257,0.0011848727,0.0011848727,1,1,1,05MAR2021:14:29:36.150,0.0003804398
Front Office,in-person,3337934,,06NOV2019:00:00:00.000,Yes,No,25,Duncan,ICBC - 002,1,Inaccurate Time,06NOV2019:14:04:30.000,06NOV2019:14:29:17.000,No,No,No,No,No,,,,,,,,,1,1,1,05MAR2021:14:30:00.713,0.0025511228
Back Office,back-office,5316512,Counter,29DEC2020:00:00:00.000,No,Yes,112,Send Video2,ID Verification - 010,1,Finished,29DEC2020:13:03:04.000,29DEC2020:13:03:29.000,No,No,No,No,No,0.0002622454,0.0002622454,,,,,,,1,1,1,05MAR2021:14:31:05.940,0.0000237384
Front Office,in-person,3390554,,21NOV2019:00:00:00.000,No,No,94,Victoria,SDPR - POC - 008,1,Finished,21NOV2019:09:29:07.000,21NOV2019:09:56:31.000,No,No,No,No,No,0.0135339117,0.0135339117,0.0000509259,0.0000509259,0.0042671063,0.0042671063,,,1,1,1,05MAR2021:14:30:02.200,0.0011783912
Front Office,in-person,1982506,,29APR2019:00:00:00.000,No,No,85,Salmon Arm,CTAX - 002,1,Customer Left (at-prep),29APR2019:14:12:01.000,29APR2019:14:24:54.000,No,No,No,No,No,,,0.0000433102,0.0000433102,0.0087634372,0.0087634372,,,1,1,0,05MAR2021:14:29:40.433,0.0001349421
Back Office,back-office,5322601,Counter,30DEC2020:00:00:00.000,No,Yes,33,Fort St. James,Back Office - 021,1,Finished,30DEC2020:09:19:00.000,30DEC2020:09:28:31.000,No,No,No,No,No,0.0065819328,0.0065819328,,,,,,,1,1,1,05MAR2021:14:31:06.830,0.0000231713
Back Office,back-office,3026864,,22AUG2019:00:00:00.000,No,Yes,68,Prince George,Back Office - 006,2,Finished,22AUG2019:09:32:16.000,22AUG2019:11:41:04.000,No,No,No,No,No,0.0053566322,0.0394667238,,0.000030787,,0.0000628819,,0.0618236214,1,1,1,05MAR2021:14:29:53.103,0.0001265741
Front Office,in-person,2841993,,18JUL2019:00:00:00.000,No,No,46,Maple Ridge,ICBC - 010,1,Customer Left (being-served),18JUL2019:13:34:02.000,18JUL2019:13:45:41.000,No,No,No,No,No,0.0002789005,0.0002789005,0.0000221296,0.0000221296,0.007199618,0.007199618,,,1,1,0,05MAR2021:14:29:49.760,0.0005926504
Front Office,,1620824,,26MAR2019:00:00:00.000,No,Yes,40,Kamloops,,1,Customer Left (service-creation),26MAR2019:12:45:04.000,26MAR2019:12:45:50.000,No,No,No,No,No,,,,,,,,,1,1,0,05MAR2021:14:29:37.323,0.0005331018
Back Office,back-office,9370445,Counter,18MAR2022:00:00:00.000,No,Yes,11,Burns Lake,Back Office - 004,1,Finished,18MAR2022:11:08:08.000,18MAR2022:11:55:25.000,No,No,No,No,No,0.0328376517,0.0328376517,,,,,,,1,1,1,19MAR2022:02:00:14.300,3.217594E-6
Back Office,back-office,4882111,Counter,22OCT2020:00:00:00.000,No,Yes,80,Revelstoke,ID Verification - 007,1,Finished,22OCT2020:08:45:33.000,22OCT2020:08:46:38.000,No,No,No,No,No,0.0006454514,0.0006454514,,,,,,,1,1,1,05MAR2021:14:30:41.510,0.0001001389
Back Office,back-office,3928245,Counter,30APR2020:00:00:00.000,No,Yes,17,Cranbrook,Back Office - 002,1,Finished,30APR2020:15:14:56.000,30APR2020:15:19:17.000,No,No,No,No,No,0.0030183217,0.0030183217,,,,,,,1,1,1,05MAR2021:14:30:15.683,6.0416673E-6
Front Office,in-person,201866,,11OCT2018:00:00:00.000,No,No,31,Fort St. John,SDPR - POC - 001,1,Finished,11OCT2018:14:56:27.000,11OCT2018:15:21:05.000,No,No,No,No,No,0.0050763655,0.0050763655,0.0000131597,0.0000131597,0.0118962387,0.0118962387,0,0,1,1,1,05MAR2021:14:29:24.337,0.0001252083
Back Office,back-office,7369309,Counter,24AUG2021:00:00:00.000,No,Yes,113,Send Video3,ID Verification - 010,1,Finished,24AUG2021:09:56:43.000,24AUG2021:09:57:10.000,No,No,No,No,No,0.0002787616,0.0002787616,,,,,,,1,1,1,25AUG2021:02:00:12.197,0.00003375
Back Office,back-office,9659309,Counter,04MAY2022:00:00:00.000,No,Yes,93,Vernon,ICBC - 013,1,Finished,04MAY2022:09:10:03.000,04MAY2022:09:21:43.000,No,No,No,No,No,0.0035819791,0.0035819791,,,,,0.0044479049,0.0044479049,1,1,1,05MAY2022:04:30:18.517,0.0000651389
Front Office,in-person,2993762,,14AUG2019:00:00:00.000,No,Yes,86,Smithers,SDPR - POC - 001,1,Finished,14AUG2019:11:25:51.000,14AUG2019:11:35:27.000,No,No,No,No,No,0.0055364119,0.0055364119,,,,,,,1,1,1,05MAR2021:14:29:52.230,0.001123588
Back Office,back-office,7659585,Counter,08SEP2021:00:00:00.000,No,Yes,90,Surrey,Back Office - 007,1,Finished,08SEP2021:16:09:04.000,08SEP2021:16:13:51.000,No,No,No,No,No,0.0033084492,0.0033084492,,,,,,,1,1,1,09SEP2021:02:00:13.943,0.0000169329
Front Office,in-person,3960419,Counter,08MAY2020:00:00:00.000,No,Yes,11,Burns Lake,F&W - 009,1,Finished,08MAY2020:14:59:30.000,08MAY2020:15:10:49.000,No,No,No,No,No,0.0077964584,0.0077964584,,,,,,,1,1,1,05MAR2021:14:30:16.387,0.0000593403
Front Office,in-person,7029828,Counter,20JUL2021:00:00:00.000,No,Yes,25,Duncan,ICBC - 008,1,Finished,20JUL2021:10:30:11.000,20JUL2021:10:36:07.000,No,No,No,No,No,0.0040316321,0.0040316321,,,,,,,1,1,1,21JUL2021:02:00:13.677,0.0000871759
Front Office,in-person,9890010,Counter,08JUN2022:00:00:00.000,No,Yes,50,Merritt,F&W - 001,1,Finished,08JUN2022:13:02:24.000,08JUN2022:13:06:50.000,No,No,No,No,No,0.0030405556,0.0030405556,,,,,,,1,1,1,09JUN2022:04:30:16.933,0.0000445602
Back Office,phone,6396816,Counter,13MAY2021:00:00:00.000,No,Yes,93,Vernon,Back Office - 017,1,Finished,13MAY2021:12:06:38.000,13MAY2021:12:09:25.000,No,No,No,No,No,0.0003445833,0.0018123032,,,,,,,1,1,1,14MAY2021:02:00:12.537,0.0001172454
Front Office,in-person,5977528,Counter,23MAR2021:00:00:00.000,No,Yes,55,Nanaimo,ICBC - 002,1,Finished,23MAR2021:15:20:11.000,23MAR2021:15:32:01.000,No,No,No,No,No,0.008219745,0.008219745,,,,,,,1,1,1,24MAR2021:02:00:11.013,2.361111E-6
Front Office,in-person,7738582,Counter,10SEP2021:00:00:00.000,No,No,17,Cranbrook,Other - 055,1,Finished,10SEP2021:15:07:25.000,10SEP2021:15:09:47.000,No,No,No,No,No,0.0010270486,0.0010270486,0.0000171296,0.0000171296,0.0005151736,0.0005151736,,,1,1,1,11SEP2021:02:00:13.867,0.0000898264
Front Office,in-person,9219620,Counter,23FEB2022:00:00:00.000,No,Yes,112,Send Video2,Other - 044,1,Finished,23FEB2022:13:26:03.000,23FEB2022:13:28:49.000,No,No,No,No,No,0.0019174305,0.0019174305,,,,,,,1,1,1,24FEB2022:02:00:12.900,2.0949074E-6
Front Office,,6415383,,17MAY2021:00:00:00.000,No,Yes,17,Cranbrook,,1,Customer Left (service-creation),17MAY2021:07:33:34.000,17MAY2021:07:33:36.000,No,No,No,No,No,,,,,,,,,1,1,0,18MAY2021:02:00:12.477,0.0000202199
Front Office,in-person,3891434,Counter,21APR2020:00:00:00.000,No,No,68,Prince George,ICBC - 002,1,Finished,21APR2020:10:00:38.000,21APR2020:10:13:28.000,No,No,No,No,No,0.008637581,0.008637581,0.0000747222,0.0000747222,0.0000961343,0.0000961343,,,1,1,2,05MAR2021:14:30:14.760,0.0001025347
Back Office,back-office,7012545,Counter,18JUL2021:00:00:00.000,No,Yes,112,Send Video2,ID Verification - 010,1,Finished,18JUL2021:11:42:29.000,18JUL2021:11:45:36.000,No,No,No,No,No,0.002116007,0.002116007,,,,,,,1,1,1,19JUL2021:02:00:16.270,0.0000378472
Front Office,in-person,8587276,Counter,24NOV2021:00:00:00.000,No,Yes,90,Surrey,ID Verification - 010,1,Finished,24NOV2021:13:37:49.000,24NOV2021:13:38:25.000,No,No,No,No,No,0.0004131597,0.0004131597,,,,,,,1,1,1,25NOV2021:02:00:14.133,3.2754629E-6
Back Office,back-office,5874896,Counter,10MAR2021:00:00:00.000,No,Yes,69,Prince Rupert,Back Office - 006,1,Finished,10MAR2021:08:31:42.000,10MAR2021:08:40:51.000,No,No,No,No,No,0.0062444098,0.0062444098,,,,,,,1,1,1,11MAR2021:02:00:13.210,0.0001060995
Back Office,back-office,5281799,Counter,22DEC2020:00:00:00.000,No,Yes,56,Nelson,Back Office - 021,1,Finished,22DEC2020:09:07:52.000,22DEC2020:09:10:29.000,No,No,No,No,No,0.0017849884,0.0017849884,,,,,,,1,1,1,05MAR2021:14:31:03.410,0.0000306944
